Date	Channel1	Channel2	Channel3
2018-10-04 01:42:50	0.21340	0.18480	0.17170
2018-10-04 01:43:00	0.21360	0.18470	0.17170
2018-10-04 01:43:10	0.21330	0.18480	0.17170
2018-10-04 01:43:20	0.21340	0.18480	0.17170
2018-10-04 01:43:30	0.21340	0.18480	0.17160
2018-10-04 01:43:40	0.21330	0.18470	0.17160
2018-10-04 01:43:50	0.21310	0.18480	0.17160
2018-10-04 01:44:00	0.21320	0.18470	0.17160
2018-10-04 01:44:10	0.21330	0.18480	0.17160
2018-10-04 01:44:20	0.21300	0.18480	0.17150
2018-10-04 01:44:30	0.21280	0.18480	0.17150
2018-10-04 01:44:40	0.21290	0.18480	0.17150
2018-10-04 01:44:50	0.21330	0.18480	0.17150
2018-10-04 01:45:00	0.21300	0.18480	0.17150
2018-10-04 01:45:10	0.21280	0.18480	0.17160
2018-10-04 01:45:20	0.21270	0.18480	0.17160
2018-10-04 01:45:30	0.21250	0.18480	0.17160
2018-10-04 01:45:41	0.21270	0.18470	0.17160
2018-10-04 01:45:51	0.21270	0.18470	0.17160
2018-10-04 01:46:01	0.21240	0.18480	0.17160
2018-10-04 01:46:11	0.21260	0.18480	0.17160
2018-10-04 01:46:21	0.21240	0.18480	0.17150
2018-10-04 01:46:31	0.21250	0.18480	0.17150
2018-10-04 01:46:41	0.21230	0.18480	0.17150
2018-10-04 01:46:51	0.21230	0.18480	0.17140
2018-10-04 01:47:01	0.21220	0.18480	0.17130
2018-10-04 01:47:11	0.21220	0.18480	0.17130
2018-10-04 01:47:21	0.21230	0.18480	0.17130
2018-10-04 01:47:31	0.21190	0.18480	0.17120
2018-10-04 01:47:41	0.21220	0.18480	0.17130
2018-10-04 01:47:51	0.21230	0.18470	0.17120
2018-10-04 01:48:01	0.21220	0.18480	0.17120
2018-10-04 01:48:11	0.21220	0.18480	0.17100
2018-10-04 01:48:22	0.21200	0.18470	0.17100
2018-10-04 01:48:32	0.21190	0.18480	0.17090
2018-10-04 01:48:42	0.21200	0.18480	0.17110
2018-10-04 01:48:52	0.21210	0.18480	0.17110
2018-10-04 01:49:02	0.21180	0.18480	0.17100
2018-10-04 01:49:12	0.21190	0.18480	0.17090
2018-10-04 01:49:22	0.21210	0.18480	0.17090
2018-10-04 01:49:32	0.21190	0.18480	0.17090
2018-10-04 01:49:42	0.21170	0.18480	0.17100
2018-10-04 01:49:52	0.21150	0.18480	0.17100
2018-10-04 01:50:02	0.21170	0.18480	0.17100
2018-10-04 01:50:12	0.21160	0.18480	0.17100
2018-10-04 01:50:22	0.21160	0.18480	0.17100
2018-10-04 01:50:32	0.21180	0.18480	0.17100
2018-10-04 01:50:42	0.21150	0.18480	0.17100
2018-10-04 01:50:52	0.21140	0.18480	0.17090
2018-10-04 01:51:02	0.21120	0.18480	0.17090
2018-10-04 01:51:13	0.21140	0.18480	0.17090
2018-10-04 01:51:23	0.21120	0.18480	0.17080
2018-10-04 01:51:33	0.21120	0.18480	0.17090
2018-10-04 01:51:43	0.21120	0.18480	0.17080
2018-10-04 01:51:53	0.21100	0.18480	0.17080
2018-10-04 01:52:03	0.21130	0.18480	0.17070
2018-10-04 01:52:13	0.21110	0.18480	0.17070
2018-10-04 01:52:23	0.21100	0.18480	0.17060
2018-10-04 01:52:33	0.21130	0.18480	0.17060
2018-10-04 01:52:43	0.21110	0.18480	0.17060
2018-10-04 01:52:53	0.21110	0.18480	0.17060
2018-10-04 01:53:03	0.21120	0.18480	0.17060
2018-10-04 01:53:13	0.21100	0.18480	0.17070
2018-10-04 01:53:23	0.21090	0.18480	0.17070
2018-10-04 01:53:33	0.21100	0.18480	0.17070
2018-10-04 01:53:43	0.21100	0.18480	0.17060
2018-10-04 01:53:54	0.21060	0.18480	0.17070
2018-10-04 01:54:04	0.21070	0.18480	0.17060
2018-10-04 01:54:14	0.21070	0.18480	0.17050
2018-10-04 01:54:24	0.21080	0.18480	0.17040
2018-10-04 01:54:34	0.21080	0.18480	0.17040
2018-10-04 01:54:44	0.21060	0.18480	0.17040
2018-10-04 01:54:54	0.21090	0.18480	0.17040
2018-10-04 01:55:04	0.21070	0.18480	0.17050
2018-10-04 01:55:14	0.21060	0.18480	0.17040
